date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:29:13	246594/246594	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:13%20GMT	https://optimataxrelief.com/blog/tax-tips-for-rideshare-drivers/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/tax-tips-for-rideshare-drivers/index.html	(from https://optimataxrelief.com/blog/truck-drivers-over-the-road-deductions/)
05:29:13	249511/249511	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:13%20GMT	https://optimataxrelief.com/blog/how-worker-classification-affects-taxes/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/how-worker-classification-affects-taxes/index.html	(from https://optimataxrelief.com/blog/truck-drivers-over-the-road-deductions/)
05:29:14	26050/26050	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:14%20GMT	https://optimataxrelief.com/wp-json/wp/v2/posts/11492	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/posts/11492.json	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:14	2564/2564	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:15%20GMT	https://optimataxrelief.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foptimataxrelief.com%2Fblog%2Fwhen-to-file-separately-if-youre-married%2F	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/oembed/1.0/embedc70d.json	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:15%20GMT	https://optimataxrelief.com/?p=11492	C:/My%20Web%20Sites/Optima/optimataxrelief.com/indexd2dc.html	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:17	343498/343498	---M--	200	added ('OK')	image/png	etag:%226536ce96-53dca%22	https://optimataxrelief.com/wp-content/uploads/2023/09/23-optima-married-filing-separately-1024x512.png	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/09/23-optima-married-filing-separately-1024x512.png	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:16%20GMT	https://optimataxrelief.com/ask-phil-maximizing-tax-deductions/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/ask-phil-maximizing-tax-deductions/index.html	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:16%20GMT	https://optimataxrelief.com/marriage-bonuses-vs-marriage-penalties/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/marriage-bonuses-vs-marriage-penalties/index.html	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:16%20GMT	https://optimataxrelief.com/how-student-loan-forgiveness-affects-your-taxes/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/how-student-loan-forgiveness-affects-your-taxes/index.html	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:18	658/658	---MCZ	200	added ('OK')	text/css	etag:W/%2268a6614c-292%22	https://optimataxrelief.com/wp-content/et-cache/25441/et-divi-dynamic-tb-11741-25441-late.css?ver=1755734348	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/25441/et-divi-dynamic-tb-11741-25441-late99ab.css	(from https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/)
05:29:18	255256/255256	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:18%20GMT	https://optimataxrelief.com/blog/filing-taxes-during-divorce/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/filing-taxes-during-divorce/index.html	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:20	37007/37007	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:19%20GMT	https://optimataxrelief.com/wp-json/wp/v2/posts/25441	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/posts/25441.json	(from https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/)
05:29:20	244302/244302	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:19%20GMT	https://optimataxrelief.com/blog/marriage-bonuses-vs-marriage-penalties/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/marriage-bonuses-vs-marriage-penalties/index.html	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:20	244485/244485	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:19%20GMT	https://optimataxrelief.com/blog/student-loans-and-taxes-what-current-students-graduates-need-to-know/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/student-loans-and-taxes-what-current-students-graduates-need-to-know/index.html	(from https://optimataxrelief.com/blog/when-to-file-separately-if-youre-married/)
05:29:20	900/900	---MC-	200	added ('OK')	application/rss+xml	etag:%22337126d529f96a5be48a14cace8b356e%22	https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/feed/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/do-college-students-need-to-file-taxes/feed/index.html	(from https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/)
05:29:20	2552/2552	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:21%20GMT	https://optimataxrelief.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foptimataxrelief.com%2Fblog%2Fdo-college-students-need-to-file-taxes%2F	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/oembed/1.0/embed3324.json	(from https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/)
05:29:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:21%20GMT	https://optimataxrelief.com/?p=25441	C:/My%20Web%20Sites/Optima/optimataxrelief.com/indexa580.html	(from https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/)
05:29:21	50454/50454	---M--	200	added ('OK')	image/webp	etag:%2268922141-c516%22	https://optimataxrelief.com/wp-content/uploads/2025/08/do-college-students-need-to-file-taxes-0725-1024x512.webp	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2025/08/do-college-students-need-to-file-taxes-0725-1024x512.webp	(from https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/)
05:29:23	658/658	---MCZ	200	added ('OK')	text/css	etag:W/%2268a6614d-292%22	https://optimataxrelief.com/wp-content/et-cache/10632/et-divi-dynamic-tb-11741-10632-late.css?ver=1755734349	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/10632/et-divi-dynamic-tb-11741-10632-late53dc.css	(from https://optimataxrelief.com/blog/taxes-on-social-security-benefits/)
05:29:23	247670/247670	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:22%20GMT	https://optimataxrelief.com/blog/do-scholarships-and-grants-affect-my-taxes/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/do-scholarships-and-grants-affect-my-taxes/index.html	(from https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/)
05:29:23	249318/249318	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:22%20GMT	https://optimataxrelief.com/blog/what-is-the-lifetime-learning-credit/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/what-is-the-lifetime-learning-credit/index.html	(from https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/)
05:29:23	246454/246454	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:23%20GMT	https://optimataxrelief.com/blog/what-is-form-1098-t/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/what-is-form-1098-t/index.html	(from https://optimataxrelief.com/blog/do-college-students-need-to-file-taxes/)
05:29:23	25305/25305	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:24%20GMT	https://optimataxrelief.com/wp-json/wp/v2/posts/10632	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/posts/10632.json	(from https://optimataxrelief.com/blog/taxes-on-social-security-benefits/)
05:29:24	2511/2511	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:24%20GMT	https://optimataxrelief.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foptimataxrelief.com%2Fblog%2Ftaxes-on-social-security-benefits%2F	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/oembed/1.0/embedc4b1.json	(from https://optimataxrelief.com/blog/taxes-on-social-security-benefits/)
05:29:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:24%20GMT	https://optimataxrelief.com/?p=10632	C:/My%20Web%20Sites/Optima/optimataxrelief.com/index44a1.html	(from https://optimataxrelief.com/blog/taxes-on-social-security-benefits/)
05:29:24	52882/52882	---M--	200	added ('OK')	image/jpeg	etag:%22656fb7ba-ce92%22	https://optimataxrelief.com/wp-content/uploads/2023/12/2022-optima-taxes-social-security-1024x512.jpg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/12/2022-optima-taxes-social-security-1024x512.jpg	(from https://optimataxrelief.com/blog/taxes-on-social-security-benefits/)
05:29:25	658/658	---MCZ	200	added ('OK')	text/css	etag:W/%2268a6614e-292%22	https://optimataxrelief.com/wp-content/et-cache/11150/et-divi-dynamic-tb-11741-11150-late.css?ver=1755734350	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/11150/et-divi-dynamic-tb-11741-11150-late6857.css	(from https://optimataxrelief.com/blog/saving-for-college-529-plan-tax-benefits/)
05:29:25	254693/254693	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:25%20GMT	https://optimataxrelief.com/blog/social-security-survivor-benefits-and-taxes/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/social-security-survivor-benefits-and-taxes/index.html	(from https://optimataxrelief.com/blog/taxes-on-social-security-benefits/)
05:29:25	19787/19787	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:26%20GMT	https://optimataxrelief.com/wp-json/wp/v2/posts/11150	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/posts/11150.json	(from https://optimataxrelief.com/blog/saving-for-college-529-plan-tax-benefits/)
05:29:26	2369/2369	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:26%20GMT	https://optimataxrelief.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foptimataxrelief.com%2Fblog%2Fsaving-for-college-529-plan-tax-benefits%2F	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/oembed/1.0/embeddd58.json	(from https://optimataxrelief.com/blog/saving-for-college-529-plan-tax-benefits/)
05:29:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:26%20GMT	https://optimataxrelief.com/?p=11150	C:/My%20Web%20Sites/Optima/optimataxrelief.com/indexb983.html	(from https://optimataxrelief.com/blog/saving-for-college-529-plan-tax-benefits/)
05:29:27	201919/201919	---M--	200	added ('OK')	image/png	etag:%226536c739-314bf%22	https://optimataxrelief.com/wp-content/uploads/2023/06/23-optima-529-plan-tax-benefits.png	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/06/23-optima-529-plan-tax-benefits.png	(from https://optimataxrelief.com/blog/saving-for-college-529-plan-tax-benefits/)
05:29:27	658/658	---MCZ	200	added ('OK')	text/css	etag:W/%2268a66150-292%22	https://optimataxrelief.com/wp-content/et-cache/24689/et-divi-dynamic-tb-11741-24689-late.css?ver=1755734352	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/24689/et-divi-dynamic-tb-11741-24689-lateeffd.css	(from https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/)
05:29:28	243633/243633	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:27%20GMT	https://optimataxrelief.com/blog/tax-benefits-of-health-savings-accounts/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/tax-benefits-of-health-savings-accounts/index.html	(from https://optimataxrelief.com/blog/saving-for-college-529-plan-tax-benefits/)
05:29:28	249816/249816	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:27%20GMT	https://optimataxrelief.com/blog/do-widows-pay-taxes-on-life-insurance-payouts/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/do-widows-pay-taxes-on-life-insurance-payouts/index.html	(from https://optimataxrelief.com/blog/saving-for-college-529-plan-tax-benefits/)
05:29:28	938/938	---MC-	200	added ('OK')	application/rss+xml	etag:%22337126d529f96a5be48a14cace8b356e%22	https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/feed/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/estate-tax-considerations-for-widows/feed/index.html	(from https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/)
05:29:28	30725/30725	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:29%20GMT	https://optimataxrelief.com/wp-json/wp/v2/posts/24689	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/posts/24689.json	(from https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/)
05:29:29	2686/2686	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:29%20GMT	https://optimataxrelief.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foptimataxrelief.com%2Fblog%2Festate-tax-considerations-for-widows%2F	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/oembed/1.0/embed0c44.json	(from https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/)
05:29:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:29%20GMT	https://optimataxrelief.com/?p=24689	C:/My%20Web%20Sites/Optima/optimataxrelief.com/index0f62.html	(from https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/)
05:29:30	54564/54564	---M--	200	added ('OK')	image/webp	etag:%22683893e6-d524%22	https://optimataxrelief.com/wp-content/uploads/2025/05/estate-tax-considerations-for-widows-0525-1024x512.webp	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2025/05/estate-tax-considerations-for-widows-0525-1024x512.webp	(from https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/)
05:29:31	243637/243637	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:30%20GMT	https://optimataxrelief.com/blog/qualifying-widower-filing-status-explained/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/qualifying-widower-filing-status-explained/index.html	(from https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/)
05:29:32	248577/248577	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:31%20GMT	https://optimataxrelief.com/blog/what-is-a-trust-fund-recovery-penalty/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/what-is-a-trust-fund-recovery-penalty/index.html	(from https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/)
05:29:33	255939/255939	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:31%20GMT	https://optimataxrelief.com/blog/what-is-alternative-minimum-tax/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/what-is-alternative-minimum-tax/index.html	(from https://optimataxrelief.com/blog/estate-tax-considerations-for-widows/)
05:29:33	256466/256466	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:31%20GMT	https://optimataxrelief.com/blog/how-ai-tools-are-changing-tax-prep/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/how-ai-tools-are-changing-tax-prep/index.html	(from https://optimataxrelief.com/blog/tax-planning/page/3/)
05:29:34	131493/131493	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:33%20GMT	https://optimataxrelief.com/blog/tax-planning/page/5/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/tax-planning/page/5/index.html	(from https://optimataxrelief.com/blog/tax-planning/page/3/)
05:29:35	131729/131729	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:33%20GMT	https://optimataxrelief.com/blog/tax-planning/page/28/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/tax-planning/page/28/index.html	(from https://optimataxrelief.com/blog/tax-planning/page/29/)
05:29:35	131405/131405	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:34%20GMT	https://optimataxrelief.com/blog/tax-planning/page/27/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/tax-planning/page/27/index.html	(from https://optimataxrelief.com/blog/tax-planning/page/29/)
05:29:35	246417/246417	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:35%20GMT	https://optimataxrelief.com/blog/what-is-an-irs-lien-discharge/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/what-is-an-irs-lien-discharge/index.html	(from https://optimataxrelief.com/blog/tax-relief-solutions/page/2/)
05:29:36	131540/131540	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:36%20GMT	https://optimataxrelief.com/blog/tax-relief-solutions/page/4/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/tax-relief-solutions/page/4/index.html	(from https://optimataxrelief.com/blog/tax-relief-solutions/page/2/)
05:29:36	658/658	---MCZ	200	added ('OK')	text/css	etag:W/%2268a66060-292%22	https://optimataxrelief.com/wp-content/et-cache/10807/et-divi-dynamic-tb-11741-10807-late.css?ver=1755734112	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/10807/et-divi-dynamic-tb-11741-10807-late20f8.css	(from https://optimataxrelief.com/blog/what-is-the-irs-fresh-start-program/)
05:29:36	32356/32356	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:36%20GMT	https://optimataxrelief.com/wp-json/wp/v2/posts/10807	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/posts/10807.json	(from https://optimataxrelief.com/blog/what-is-the-irs-fresh-start-program/)
05:29:37	2363/2363	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:37%20GMT	https://optimataxrelief.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foptimataxrelief.com%2Fblog%2Fwhat-is-the-irs-fresh-start-program%2F	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/oembed/1.0/embed332e.json	(from https://optimataxrelief.com/blog/what-is-the-irs-fresh-start-program/)
05:29:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:37%20GMT	https://optimataxrelief.com/?p=10807	C:/My%20Web%20Sites/Optima/optimataxrelief.com/indexb434.html	(from https://optimataxrelief.com/blog/what-is-the-irs-fresh-start-program/)
05:29:38	658/658	---MCZ	200	added ('OK')	text/css	etag:W/%2268a6615e-292%22	https://optimataxrelief.com/wp-content/et-cache/24183/et-divi-dynamic-tb-11741-24183-late.css?ver=1755734366	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/24183/et-divi-dynamic-tb-11741-24183-latef80c.css	(from https://optimataxrelief.com/blog/what-does-optima-tax-relief-do/)
05:29:38	883/883	---MC-	200	added ('OK')	application/rss+xml	etag:%22337126d529f96a5be48a14cace8b356e%22	https://optimataxrelief.com/blog/what-does-optima-tax-relief-do/feed/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/what-does-optima-tax-relief-do/feed/index.html	(from https://optimataxrelief.com/blog/what-does-optima-tax-relief-do/)
05:29:38	227022/227022	---M--	200	added ('OK')	image/jpeg	etag:%226536c616-376ce%22	https://optimataxrelief.com/wp-content/uploads/2023/01/2022-optimatax-IRS-Fresh-Start.jpg	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2023/01/2022-optimatax-IRS-Fresh-Start.jpg	(from https://optimataxrelief.com/blog/what-is-the-irs-fresh-start-program/)
05:29:38	25205/25205	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:38%20GMT	https://optimataxrelief.com/wp-json/wp/v2/posts/24183	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/posts/24183.json	(from https://optimataxrelief.com/blog/what-does-optima-tax-relief-do/)
05:29:39	2505/2505	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:39%20GMT	https://optimataxrelief.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foptimataxrelief.com%2Fblog%2Fwhat-does-optima-tax-relief-do%2F	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/oembed/1.0/embed8b95.json	(from https://optimataxrelief.com/blog/what-does-optima-tax-relief-do/)
05:29:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:39%20GMT	https://optimataxrelief.com/?p=24183	C:/My%20Web%20Sites/Optima/optimataxrelief.com/index3c9e.html	(from https://optimataxrelief.com/blog/what-does-optima-tax-relief-do/)
05:29:39	27824/27824	---M--	200	added ('OK')	image/webp	etag:%2267f0062b-6cb0%22	https://optimataxrelief.com/wp-content/uploads/2025/04/what-does-optima-do-0425-1024x512.webp	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2025/04/what-does-optima-do-0425-1024x512.webp	(from https://optimataxrelief.com/blog/what-does-optima-tax-relief-do/)
05:29:40	658/658	---MCZ	200	added ('OK')	text/css	etag:W/%2268a6615f-292%22	https://optimataxrelief.com/wp-content/et-cache/24141/et-divi-dynamic-tb-11741-24141-late.css?ver=1755734367	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/24141/et-divi-dynamic-tb-11741-24141-late4ccd.css	(from https://optimataxrelief.com/blog/long-term-financial-planning-post-tax-resolution/)
05:29:40	929/929	---MC-	200	added ('OK')	application/rss+xml	etag:%22337126d529f96a5be48a14cace8b356e%22	https://optimataxrelief.com/blog/long-term-financial-planning-post-tax-resolution/feed/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/long-term-financial-planning-post-tax-resolution/feed/index.html	(from https://optimataxrelief.com/blog/long-term-financial-planning-post-tax-resolution/)
05:29:40	25271/25271	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:40%20GMT	https://optimataxrelief.com/wp-json/wp/v2/posts/24141	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/posts/24141.json	(from https://optimataxrelief.com/blog/long-term-financial-planning-post-tax-resolution/)
05:29:41	2617/2617	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:41%20GMT	https://optimataxrelief.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foptimataxrelief.com%2Fblog%2Flong-term-financial-planning-post-tax-resolution%2F	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/oembed/1.0/embedc01c.json	(from https://optimataxrelief.com/blog/long-term-financial-planning-post-tax-resolution/)
05:29:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Aug%202025%2009:29:41%20GMT	https://optimataxrelief.com/?p=24141	C:/My%20Web%20Sites/Optima/optimataxrelief.com/index5312.html	(from https://optimataxrelief.com/blog/long-term-financial-planning-post-tax-resolution/)
05:29:41	31484/31484	---M--	200	added ('OK')	image/webp	etag:%2267e463af-7afc%22	https://optimataxrelief.com/wp-content/uploads/2025/03/long-term-financial-plan-post-tax-resolution-0325-1024x512.webp	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/uploads/2025/03/long-term-financial-plan-post-tax-resolution-0325-1024x512.webp	(from https://optimataxrelief.com/blog/long-term-financial-planning-post-tax-resolution/)
05:29:44	249191/249191	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:43%20GMT	https://optimataxrelief.com/blog/unfiled-tax-returns-guide/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/unfiled-tax-returns-guide/index.html	(from https://optimataxrelief.com/blog/long-term-financial-planning-post-tax-resolution/)
05:29:44	247415/247415	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:43%20GMT	https://optimataxrelief.com/blog/what-are-tax-amnesty-programs/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/what-are-tax-amnesty-programs/index.html	(from https://optimataxrelief.com/blog/tax-relief-solutions/page/3/)
05:29:44	131444/131444	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:43%20GMT	https://optimataxrelief.com/blog/tax-relief-solutions/page/5/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/tax-relief-solutions/page/5/index.html	(from https://optimataxrelief.com/blog/tax-relief-solutions/page/3/)
05:29:44	131934/131934	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:43%20GMT	https://optimataxrelief.com/blog/tax-relief-solutions/page/6/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/tax-relief-solutions/page/6/index.html	(from https://optimataxrelief.com/blog/tax-relief-solutions/page/7/)
05:29:45	658/658	---MCZ	200	added ('OK')	text/css	etag:W/%2268a66167-292%22	https://optimataxrelief.com/wp-content/et-cache/19511/et-divi-dynamic-tb-11741-19511-late.css?ver=1755734375	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-content/et-cache/19511/et-divi-dynamic-tb-11741-19511-late03d5.css	(from https://optimataxrelief.com/blog/can-i-claim-an-energy-tax-credit/)
05:29:45	882/882	---MC-	200	added ('OK')	application/rss+xml	etag:%22337126d529f96a5be48a14cace8b356e%22	https://optimataxrelief.com/blog/can-i-claim-an-energy-tax-credit/feed/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/can-i-claim-an-energy-tax-credit/feed/index.html	(from https://optimataxrelief.com/blog/can-i-claim-an-energy-tax-credit/)
05:29:45	21343/21343	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Aug%202025%2009:29:46%20GMT	https://optimataxrelief.com/wp-json/wp/v2/posts/19511	C:/My%20Web%20Sites/Optima/optimataxrelief.com/wp-json/wp/v2/posts/19511.json	(from https://optimataxrelief.com/blog/can-i-claim-an-energy-tax-credit/)
05:29:45	131280/131280	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2009:29:46%20GMT	https://optimataxrelief.com/blog/tax-returns/page/4/	C:/My%20Web%20Sites/Optima/optimataxrelief.com/blog/tax-returns/page/4/index.html	(from https://optimataxrelief.com/blog/tax-returns/page/2/)
